name,country,primary_fuel,commissioning_year,extracted_gdp
CECOL,BRA,Oil,2012,2465228293862.62
CEM (Antiga Camen),BRA,Biomass,2013,2472819362259.0
CENPES - Petrobrás,BRA,Gas,2011,2616156606734.51
CERÂMICA PORTO FERREIRA,BRA,Oil,2012,2465228293862.62
CEUMA - ASSOCIAÇÃO DE ENSINO SUPERIOR,BRA,Oil,2013,2472819362259.0
CIF Mineração,BRA,Oil,2014,2456043766063.5
CMPC (Antiga Aracruz Unidade Guaíba),BRA,Biomass,1971,48869830901.7878
CNH Alvorada do Oeste,BRA,Oil,2016,1795693265824.27
CNH Buritis,BRA,Oil,2016,1795693265824.27
CNH Campo Novo,BRA,Oil,2016,1795693265824.27
CNH Costa Marques,BRA,Oil,2016,1795693265824.27
CNH Cujubim,BRA,Oil,2016,1795693265824.27
CNH Distrito de Triunfo,BRA,Oil,2016,1795693265824.27
CNH Machadinho,BRA,Oil,2016,1795693265824.27
CNH Nova Califórnia,BRA,Oil,2016,1795693265824.27
CNH São Francisco,BRA,Oil,2016,1795693265824.27
CNH União Bandeirantes,BRA,Oil,2016,1795693265824.27
CNH Vale do Anari,BRA,Oil,2016,1795693265824.27
CNH Vila Extrema,BRA,Oil,2016,1795693265824.27
CNH Vista Alegre,BRA,Oil,2016,1795693265824.27
CNT,BRA,Oil,1997,883206452832.811
COCAM CIA DE CAFÉ SOLÚVEL E DERIVADOS,BRA,Oil,2005,891633826582.606
CONCESSIONARIA AEROPORTO RIO DE JANEIRO SA,BRA,Oil,2000,655448188246.11
CONDOMINIO EDIFICIO SHOPPING PATIO MACEIO,BRA,Oil,2009,1666996294324.76
CONDOMINIO SAO CONRADO FASHION MALL,BRA,Oil,1982,271314113768.417
CONDOMINIO VOLUNTARIO VIA VERDE SHOPPING CENTER,BRA,Oil,2011,2616156606734.51
COSIMAT,BRA,Oil,2008,1695855391816.48
CST,BRA,Oil,2003,558233724160.742
CTA-MR,BRA,Oil,2015,1802211999555.59
CTR Juiz de Fora,BRA,Waste,2013,2472819362259.0
Caa-Yari,BRA,Hydro,2005,891633826582.606
Caapiranga,BRA,Gas,1985,210879844638.877
Caarapó,BRA,Biomass,2010,2208838108593.19
Cabeça de Boi,BRA,Hydro,2016,1795693265824.27
Cabixi II,BRA,Hydro,2002,509795270707.268
Cabo de Santo Agostinho,BRA,Oil,2001,559983704075.658
Caboclo,BRA,Hydro,2014,2456043766063.5
Cabot Mauá,BRA,Oil,2010,2208838108593.19
Cabrera,BRA,Biomass,2009,1666996294324.76
Cachoeira Caldeirão,BRA,Hydro,2016,1795693265824.27
Cachoeira Dourada,BRA,Biomass,2013,2472819362259.0
Cachoeira Paulista,BRA,Hydro,1976,153168949208.207
Cachoeira Poço Preto I,BRA,Hydro,1964,20963733694.9749
Cachoeira da Lixa,BRA,Hydro,2008,1695855391816.48
Cachoeira do Brumado,BRA,Hydro,2010,2208838108593.19
Cachoeira do Lavrinha (Antiga São Patrício),BRA,Hydro,2004,669289321953.683
Cachoeirinha,BRA,Hydro,2015,1802211999555.59
Cachoeirinha,BRA,Hydro,2007,1397114247287.58
Cachoeirão,BRA,Hydro,2008,1695855391816.48
Cacimbas 1,BRA,Wind,2016,1795693265824.27
Caconde,BRA,Hydro,1966,28283323733.1114
Cadam,BRA,Oil,1975,129203555238.827
Caetité,BRA,Wind,2016,1795693265824.27
Caetité 1,BRA,Wind,2014,2456043766063.5
Caetité 2,BRA,Wind,2014,2456043766063.5
Caetité 3,BRA,Wind,2014,2456043766063.5
Caetité A,BRA,Wind,2015,1802211999555.59
Caetité B,BRA,Wind,2015,1802211999555.59
Caetité C,BRA,Wind,2015,1802211999555.59
Caititu,BRA,Wind,2016,1795693265824.27
Caju,BRA,Hydro,2007,1397114247287.58
Caju,BRA,Hydro,2011,2616156606734.51
Cajucoco,BRA,Wind,2014,2456043766063.5
Calango 1,BRA,Wind,2016,1795693265824.27
Calango 2,BRA,Wind,2016,1795693265824.27
Calango 3,BRA,Wind,2016,1795693265824.27
Calango 4,BRA,Wind,2016,1795693265824.27
Calango 5,BRA,Wind,2016,1795693265824.27
Calango 6,BRA,Wind,2016,1795693265824.27
Calheiros,BRA,Hydro,2008,1695855391816.48
Calçados Azaléia,BRA,Oil,2002,509795270707.268
Camaçari,BRA,Gas,1996,850426432991.742
Camaçari,BRA,Gas,2003,558233724160.742
Cambará,BRA,Hydro,2012,2465228293862.62
Camera Ijui,BRA,Oil,2010,2208838108593.19
Camera Santa Rosa,BRA,Oil,2009,1666996294324.76
Camera São Luiz Gonzaga,BRA,Oil,2012,2465228293862.62
Caminho da Praia,BRA,Wind,2012,2465228293862.62
Campina Grande,BRA,Oil,2011,2616156606734.51
Campo Belo,BRA,Wind,2011,2616156606734.51
Campo Florido,BRA,Biomass,2002,509795270707.268
Campo Lindo,BRA,Biomass,2011,2616156606734.51
Campo Maior,BRA,Oil,2002,509795270707.268
Campo dos Ventos I,BRA,Wind,2016,1795693265824.27
Campo dos Ventos II,BRA,Wind,2014,2456043766063.5
Campo dos Ventos III,BRA,Wind,2016,1795693265824.27
Campo dos Ventos V,BRA,Wind,2016,1795693265824.27
Campos (Antiga Roberto Silveira),BRA,Gas,1968,33930457425.2613
Campos Novos,BRA,Hydro,2007,1397114247287.58
Camurim,BRA,Wind,2009,1666996294324.76
Cana Brava,BRA,Hydro,2002,509795270707.268
Canabrava,BRA,Biomass,2012,2465228293862.62
Canatiba Tupis,BRA,Oil,2014,2456043766063.5
Canaã,BRA,Biomass,2006,1107626711436.44
Canaã,BRA,Hydro,2015,1802211999555.59
Candiba,BRA,Wind,2014,2456043766063.5
Candiota III,BRA,Coal,2011,2616156606734.51
Canoa Quebrada,BRA,Hydro,2006,1107626711436.44
Canoa Quebrada,BRA,Wind,2010,2208838108593.19
Canoas I,BRA,Hydro,1999,599642075039.049
Canoas II,BRA,Hydro,1999,599642075039.049
Cantú 2,BRA,Hydro,2015,1802211999555.59
Capivara (Escola de Engenharia Mackenzie),BRA,Hydro,1977,176344101401.941
Capivari,BRA,Hydro,2017,2063514688761.67
Capuava,BRA,Oil,1999,599642075039.049
Capão do Inglês,BRA,Wind,2015,1802211999555.59
Caracaraí,BRA,Oil,1975,129203555238.827
Caramuru Sorriso,BRA,Biomass,2016,1795693265824.27
Carangola,BRA,Hydro,2008,1695855391816.48
Carauari,BRA,Oil,1999,599642075039.049
Caravela,BRA,Wind,2009,1666996294324.76
Carcará I,BRA,Wind,2015,1802211999555.59
Carcará II,BRA,Wind,2014,2456043766063.5
Careiro da Várzea,BRA,Oil,2006,1107626711436.44
Cargil Três Lagoas,BRA,Biomass,2013,2472819362259.0
Cargill Uberlândia,BRA,Biomass,2011,2616156606734.51
Carlos Gonzatto,BRA,Hydro,2006,1107626711436.44
Carrefour - RPN,BRA,Oil,2003,558233724160.742
Carrefour - SON,BRA,Oil,2001,559983704075.658
Carrefour BGU,BRA,Oil,2005,891633826582.606
Carrefour CPS,BRA,Oil,2005,891633826582.606
Carrefour SAV,BRA,Oil,2005,891633826582.606
Carrefour SPT,BRA,Oil,2001,559983704075.658
Casa de Força,BRA,Biomass,2014,2456043766063.5
Casa de Geradores de Energia Elétrica F-242,BRA,Gas,2003,558233724160.742
Casca III,BRA,Hydro,1970,42327664793.6934
Cascata,BRA,Wind,2011,2616156606734.51
Cascata Chupinguaia,BRA,Hydro,2009,1666996294324.76
Cascata das Andorinhas,BRA,Hydro,2003,558233724160.742
Castaman III,BRA,Hydro,1997,883206452832.811
Castro Alves,BRA,Hydro,2008,1695855391816.48
Catanduva (Antiga Cerradinho),BRA,Biomass,2001,559983704075.658
Catas Altas I,BRA,Hydro,1962,19231747851.5332
Caterpillar,BRA,Oil,2002,509795270707.268
Catuai Shopping Center Londrina,BRA,Oil,2008,1695855391816.48
Caucaia,BRA,Oil,2002,509795270707.268
Cavernoso II,BRA,Hydro,2013,2472819362259.0
Cazuza Ferreira,BRA,Hydro,2016,1795693265824.27
Caçador,BRA,Hydro,2008,1695855391816.48
Caçu,BRA,Hydro,2010,2208838108593.19
Caçú I,BRA,Biomass,2010,2208838108593.19
Ceasa-PE,BRA,Oil,2008,1695855391816.48
Cebrace Barra Velha,BRA,Oil,2015,1802211999555.59
Cebrace Caçapava,BRA,Oil,2015,1802211999555.59
Cebrace Jacarei,BRA,Oil,2015,1802211999555.59
Cedasa,BRA,Oil,2006,1107626711436.44
Celpav IV,BRA,Gas,2003,558233724160.742
Celso Furtado (Antiga Termobahia Fase I),BRA,Gas,2004,669289321953.683
Cencosud - GBarbosa - 153,BRA,Oil,2014,2456043766063.5
Cencosud - GBarbosa - 31,BRA,Oil,2012,2465228293862.62
Cencosud - GBarbosa - 35,BRA,Oil,2012,2465228293862.62
Cencosud - GBarbosa - 6,BRA,Oil,2012,2465228293862.62
Cencosud - GBarbosa - 81,BRA,Oil,2012,2465228293862.62
Cencosud - GBarbosa - 84,BRA,Oil,2012,2465228293862.62
Cencosud - M. Rodrigues - 10,BRA,Oil,2013,2472819362259.0
Cencosud - M. Rodrigues - 607,BRA,Oil,2011,2616156606734.51
Cencosud - M. Rodrigues - 806,BRA,Oil,2012,2465228293862.62
Cenibra,BRA,Biomass,1976,153168949208.207
Center Shopping Uberlândia,BRA,Oil,2000,655448188246.11
Central Energética Ribeirão Preto (Antiga Galo Bravo),BRA,Biomass,1986,256480852471.129
Central I,BRA,Hydro,1970,42327664793.6934
Central Mineirão,BRA,Solar,2014,2456043766063.5
Central Olho D Água,BRA,Biomass,2015,1802211999555.59
Central de Cogeração Shopping Caxias,BRA,Gas,2008,1695855391816.48
Cepasa,BRA,Biomass,2014,2456043766063.5
Cerradão,BRA,Biomass,2009,1666996294324.76
Cerro Chato I (Antiga Coxilha Negra V),BRA,Wind,2012,2465228293862.62
Cerro Chato II (Antiga Coxilha Negra VI),BRA,Wind,2011,2616156606734.51
Cerro Chato III (Antiga Coxilha Negra VII),BRA,Wind,2011,2616156606734.51
Cerro Chato IV,BRA,Wind,2014,2456043766063.5
Cerro Chato V,BRA,Wind,2014,2456043766063.5
Cerro Chato VI,BRA,Wind,2014,2456043766063.5
Cerro dos Trindade,BRA,Wind,2013,2472819362259.0
Cervejaria Petrópolis,BRA,Oil,2011,2616156606734.51
Cervejaria Petrópolis - Alagoinhas,BRA,Oil,2013,2472819362259.0
Cervejatia Petrópolis - Itapissuma,BRA,Oil,2013,2472819362259.0
Cerâmicos Fortaleza,BRA,Oil,2008,1695855391816.48
Cesar Filho,BRA,Hydro,2014,2456043766063.5
Cevasa,BRA,Biomass,2006,1107626711436.44
Chapadão Agroenergia,BRA,Biomass,2012,2465228293862.62
Chavantes,BRA,Hydro,1970,42327664793.6934
Chris Cintos,BRA,Oil,2010,2208838108593.19
Chupinguaia,BRA,Oil,2000,655448188246.11
Chupinguaia,BRA,Hydro,1995,769333330439.52
Chuí 09,BRA,Wind,2015,1802211999555.59
Chuí I,BRA,Wind,2015,1802211999555.59
Chuí II,BRA,Wind,2015,1802211999555.59
Chuí IV,BRA,Wind,2015,1802211999555.59
Chuí V,BRA,Wind,2015,1802211999555.59
Cia Minuano,BRA,Oil,2013,2472819362259.0
Cia de Alimentos Ibituruna,BRA,Oil,2007,1397114247287.58
Cidade Nova,BRA,Oil,2008,1695855391816.48
Cidezal,BRA,Hydro,2011,2616156606734.51
Citrosuco,BRA,Biomass,1985,210879844638.877
Citrovita Catanduva,BRA,Biomass,2011,2616156606734.51
Clealco Clementina,BRA,Biomass,1983,189656506321.431
Clealco Queiroz,BRA,Biomass,2010,2208838108593.19
Coaracy Nunes,BRA,Hydro,1975,129203555238.827
Cocais Grande,BRA,Hydro,2009,1666996294324.76
Cocal II,BRA,Biomass,2010,2208838108593.19
Cocamar Maringá,BRA,Biomass,2010,2208838108593.19
Codajás,BRA,Gas,1985,210879844638.877
Codora,BRA,Biomass,2011,2616156606734.51
Coelhos I,BRA,Wind,2009,1666996294324.76
Coelhos II,BRA,Wind,2009,1666996294324.76
Coelhos III,BRA,Wind,2009,1666996294324.76
Coelhos IV,BRA,Wind,2009,1666996294324.76
Cogeracao Diesel - Cargilll de Castro Pr,BRA,Oil,2014,2456043766063.5
Cogeração De Millus Av. Brasil,BRA,Gas,2013,2472819362259.0
Cogeração International Paper - Fases I e II,BRA,Oil,1976,153168949208.207
Coinbra - Frutesp,BRA,Biomass,2001,559983704075.658
Coinbra - Frutesp,BRA,Biomass,2004,669289321953.683
Colino 1,BRA,Hydro,2008,1695855391816.48
Colino 2,BRA,Hydro,2008,1695855391816.48
Colombo Ariranha 2,BRA,Biomass,2015,1802211999555.59
Colombo Palestina,BRA,Biomass,2007,1397114247287.58
Colombo Santa Albertina,BRA,Biomass,2009,1666996294324.76
Color Visão do Brasil Indústria Acrílica,BRA,Oil,2010,2208838108593.19
Colorado,BRA,Biomass,1981,258015174748.648
Colorado do Oeste,BRA,Oil,1984,188339974086.58
Colônia,BRA,Wind,2014,2456043766063.5
Comendador Venâncio,BRA,Hydro,2005,891633826582.606
Comigo,BRA,Biomass,2008,1695855391816.48
Companhia Brasileira de Vidros Planos,BRA,Oil,2014,2456043766063.5
Companhia Maranhense de Refrigerantes - Varzea Grande,BRA,Oil,2010,2208838108593.19
Component,BRA,Oil,2003,558233724160.742
Comvap,BRA,Biomass,2009,1666996294324.76
Condominio Edificio Faria Lima Financial Center,BRA,Oil,2002,509795270707.268
Condominio de Administraçao do Goiania Shopping,BRA,Oil,2014,2456043766063.5
Condomínio Canoas Shopping Center,BRA,Oil,2004,669289321953.683
Condomínio Civil Pantanal Shopping,BRA,Oil,2015,1802211999555.59
Condomínio Edifício Nova São Paulo,BRA,Oil,1996,850426432991.742
Condomínio Edifícios New York e Los Angeles,BRA,Oil,2012,2465228293862.62
Condomínio Edilício Pátio Belém,BRA,Oil,2013,2472819362259.0
Condomínio SP Market Center,BRA,Oil,2006,1107626711436.44
Congonhal I,BRA,Hydro,2001,559983704075.658
Conquista de Minas,BRA,Biomass,2012,2465228293862.62
Conquista do Pontal,BRA,Biomass,2010,2208838108593.19
Conselvan,BRA,Biomass,2012,2465228293862.62
Consórcio Condomínio Catarina Fashion Outlet,BRA,Oil,2014,2456043766063.5
Contagem,BRA,Gas,2006,1107626711436.44
Contestado,BRA,Hydro,2007,1397114247287.58
Continental,BRA,Biomass,2006,1107626711436.44
Cooperfrigo,BRA,Biomass,2001,559983704075.658
Copebrás Catalão,BRA,Oil,2003,558233724160.742
Copesul,BRA,Oil,1999,599642075039.049
Coplasa,BRA,Biomass,2007,1397114247287.58
Coqueiral,BRA,Hydro,2010,2208838108593.19
Coqueirinho,BRA,Wind,2016,1795693265824.27
Coqueiros,BRA,Wind,2014,2456043766063.5
Corfio,BRA,Oil,2009,1666996294324.76
Corona,BRA,Biomass,1977,176344101401.941
Coronel Araújo,BRA,Hydro,2007,1397114247287.58
Corredor do Senandes II,BRA,Wind,2015,1802211999555.59
Corredor do Senandes III,BRA,Wind,2015,1802211999555.59
Corredor do Senandes IV,BRA,Wind,2015,1802211999555.59
Corrente Grande,BRA,Hydro,2011,2616156606734.51
Corrente Grande,BRA,Hydro,2012,2465228293862.62
Corrupião,BRA,Wind,2016,1795693265824.27
Corumbataí,BRA,Hydro,2008,1695855391816.48
Corumbá I,BRA,Hydro,1996,850426432991.742
Corumbá III,BRA,Hydro,2009,1666996294324.76
Corumbá IV,BRA,Hydro,2006,1107626711436.44
Coruripe,BRA,Biomass,2006,1107626711436.44
Coruripe Energética - Filial Campo Florido,BRA,Biomass,2008,1695855391816.48
Coruripe Iturama,BRA,Biomass,2002,509795270707.268
Cory,BRA,Oil,2002,509795270707.268
Cosipar,BRA,Coal,2000,655448188246.11
Costa Bioenergia,BRA,Biomass,2010,2208838108593.19
Costa Branca,BRA,Wind,2014,2456043766063.5
Costa Pinto,BRA,Biomass,1977,176344101401.941
Cotiporã,BRA,Hydro,2008,1695855391816.48
Cotovelo do Jacuí,BRA,Hydro,2001,559983704075.658
Coxilha Seca,BRA,Wind,2015,1802211999555.59
Crato,BRA,Oil,2002,509795270707.268
Cristalino,BRA,Hydro,2005,891633826582.606
Cristina,BRA,Hydro,2011,2616156606734.51
Criúva,BRA,Hydro,2010,2208838108593.19
Cruz Alta,BRA,Wind,2011,2616156606734.51
Cruzeiro do Sul,BRA,Oil,2000,655448188246.11
Cruzeiro do Sul  CEA,BRA,Oil,2016,1795693265824.27
Cuiabá (Antga Mário Covas),BRA,Gas,2001,559983704075.658
Curuá-Una,BRA,Hydro,1977,176344101401.941
Córrego Santa Cruz,BRA,Hydro,2010,2208838108593.19
DVPA,BRA,Biomass,2010,2208838108593.19
Da Fazenda,BRA,Hydro,2016,1795693265824.27
Da Ilha,BRA,Hydro,2008,1695855391816.48
Da Mata,BRA,Biomass,2009,1666996294324.76
Da Pedra,BRA,Biomass,2012,2465228293862.62
Da Prata,BRA,Wind,2014,2456043766063.5
Dacal,BRA,Biomass,2010,2208838108593.19
Dacalda,BRA,Biomass,2010,2208838108593.19
Daia,BRA,Oil,2002,509795270707.268
Dalapria,BRA,Hydro,1985,210879844638.877
Dalba,BRA,Hydro,2014,2456043766063.5
Damascena,BRA,Wind,2016,1795693265824.27
Dardanelos,BRA,Hydro,2011,2616156606734.51
Dasa,BRA,Biomass,1986,256480852471.129
Decasa,BRA,Biomass,2004,669289321953.683
Delta,BRA,Biomass,2001,559983704075.658
Delta do Parnaíba,BRA,Wind,2014,2456043766063.5
Derivação do Rio Jordão,BRA,Hydro,1997,883206452832.811
Destil,BRA,Biomass,1981,258015174748.648
Destilaria Melhoramentos,BRA,Biomass,2002,509795270707.268
Destilaria Porto Alegre,BRA,Biomass,1989,412990820287.42
Diacal II,BRA,Hydro,1999,599642075039.049
Diamante,BRA,Biomass,1989,412990820287.42
Diamante (Antiga Camargo Corrêa),BRA,Hydro,2005,891633826582.606
Dianópolis,BRA,Hydro,1994,546229749726.263
Distribuidora Amaral,BRA,Oil,2013,2472819362259.0
Distrito - Bloco Soenergy,BRA,Oil,2015,1802211999555.59
Divino,BRA,Hydro,2013,2472819362259.0
Divisa,BRA,Hydro,2011,2616156606734.51
Do Atlântico,BRA,Oil,2011,2616156606734.51
Doce Mineiro,BRA,Oil,2014,2456043766063.5
Doido,BRA,Hydro,2015,1802211999555.59
Dois Córregos,BRA,Biomass,2001,559983704075.658
Dois Riachos,BRA,Wind,2015,1802211999555.59
Dois Vizinhos,BRA,Biomass,2003,558233724160.742
Dona Francisca,BRA,Hydro,2001,559983704075.658
Dona Maria Piana,BRA,Hydro,2010,2208838108593.19
Dos Araçás,BRA,Wind,2014,2456043766063.5
Dourados,BRA,Hydro,2002,509795270707.268
Dourados,BRA,Wind,2015,1802211999555.59
Dreen Boa Vista,BRA,Wind,2015,1802211999555.59
Dreen Olho D Água,BRA,Wind,2015,1802211999555.59
Dreen São Bento do Norte,BRA,Wind,2015,1802211999555.59
Dunas de Paracuru,BRA,Wind,2012,2465228293862.62
Durandé,BRA,Hydro,2013,2472819362259.0
EMPRESA DE MINERAÇÃO ESPERANÇA S A - EMESA,BRA,Oil,2015,1802211999555.59
ENGEFLEX BAHIA,BRA,Oil,2012,2465228293862.62
ERB Candeias,BRA,Biomass,2014,2456043766063.5
ESPIGÃO I,BRA,Gas,2015,1802211999555.59
ETA006,BRA,Oil,2013,2472819362259.0
ETERNIT RIO DE JANEIRO,BRA,Oil,2012,2465228293862.62
Ecoluz,BRA,Biomass,2008,1695855391816.48
Edifício Odebrecht,BRA,Oil,2013,2472819362259.0
Edifício Rochaverá,BRA,Oil,2008,1695855391816.48
Edifício Sky,BRA,Gas,2013,2472819362259.0
Editora o Dia,BRA,Oil,2002,509795270707.268
Egídio,BRA,Biomass,1997,883206452832.811
Eirunepé,BRA,Oil,1987,283056836893.838
Eldorado,BRA,Biomass,2011,2616156606734.51
Eldorado Brasil,BRA,Biomass,2013,2472819362259.0
Electron (TG),BRA,Oil,1973,83592275862.9982
Elekeiroz,BRA,Oil,1998,863711007338.683
Elektro 4UGs,BRA,Oil,2010,2208838108593.19
Embaúba,BRA,Hydro,2012,2465228293862.62
Emborcação,BRA,Hydro,1982,271314113768.417
Embuaca,BRA,Wind,2014,2456043766063.5
Emiliana,BRA,Wind,2014,2456043766063.5
Enacel,BRA,Wind,2010,2208838108593.19
EnergyWorks Corn Products Balsa,BRA,Gas,2002,509795270707.268
EnergyWorks Corn Products Mogi,BRA,Gas,2003,558233724160.742
Energética Itajubara,BRA,Biomass,2012,2465228293862.62
Energética Santa Helena,BRA,Biomass,1981,258015174748.648
Enervale,BRA,Biomass,2012,2465228293862.62
Engenheiro Ernesto Jorge Dreher,BRA,Hydro,2009,1666996294324.76
Engenheiro Henrique Kotzian,BRA,Hydro,2011,2616156606734.51
Engenheiro José Gelásio da Rocha,BRA,Hydro,2007,1397114247287.58
Engenheiro José Luiz Muller de Godoy Pereira (Antiga Foz do Rio Claro),BRA,Hydro,2010,2208838108593.19
Engenho Coradini,BRA,Biomass,2010,2208838108593.19
Enguia Pecém,BRA,Oil,2002,509795270707.268
Envira,BRA,Oil,2011,2616156606734.51
Equipav,BRA,Biomass,2002,509795270707.268
Equipav II,BRA,Biomass,2008,1695855391816.48
Ernesto Lavratti Neto,BRA,Hydro,2015,1802211999555.59
Esmeralda,BRA,Hydro,2006,1107626711436.44
Esperança,BRA,Hydro,2012,2465228293862.62
Espigão,BRA,Hydro,2004,669289321953.683
Espigão,BRA,Wind,2016,1795693265824.27
Espirito Santo,BRA,Oil,1999,599642075039.049
Espora,BRA,Hydro,2006,1107626711436.44
Espraiado,BRA,Hydro,2010,2208838108593.19
Estivas,BRA,Biomass,1976,153168949208.207
Estreito,BRA,Hydro,2011,2616156606734.51
Estreito (Luiz Carlos Barreto de Carvalho),BRA,Hydro,1969,37171640818.5863
Estrela,BRA,Wind,2017,2063514688761.67
Eternit,BRA,Oil,2008,1695855391816.48
Eternit Simões Filho,BRA,Oil,2010,2208838108593.19
Eurus I,BRA,Wind,2014,2456043766063.5
Eurus II,BRA,Wind,2015,1802211999555.59
Eurus III,BRA,Wind,2014,2456043766063.5
Eurus IV,BRA,Wind,2015,1802211999555.59
Eurus VI,BRA,Wind,2014,2456043766063.5
Euzébio Rocha (Antiga Cubatão - CCBS),BRA,Gas,2009,1666996294324.76
Extra Caraguatatuba,BRA,Oil,2012,2465228293862.62
Eólica Canoa Quebrada,BRA,Wind,2008,1695855391816.48
Eólica Icaraizinho,BRA,Wind,2009,1666996294324.76
Eólica Paracuru,BRA,Wind,2008,1695855391816.48
Eólica Praias de Parajuru,BRA,Wind,2009,1666996294324.76
Eólica de Taíba,BRA,Wind,1998,863711007338.683
Eólica Água Doce,BRA,Wind,2006,1107626711436.44
Eólio - Elétrica de Palmas,BRA,Wind,1999,599642075039.049
F PIO - LOJAS VISÃO BELÉM,BRA,Oil,2013,2472819362259.0
FBA,BRA,Oil,2009,1666996294324.76
FERROUS RESOURCES DO BRASIL S A,BRA,Oil,2015,1802211999555.59
FIRMENICH 1,BRA,Oil,2010,2208838108593.19
FIRMENICH 2,BRA,Oil,2009,1666996294324.76
FNS-PO,BRA,Oil,2015,1802211999555.59
FORTALEZA - 2,BRA,Oil,2014,2456043766063.5
Faria Lemos,BRA,Hydro,2013,2472819362259.0
Faria Lima Square,BRA,Oil,2005,891633826582.606
Farias,BRA,Hydro,2015,1802211999555.59
Farol,BRA,Wind,2015,1802211999555.59
Faxinal II,BRA,Hydro,2005,891633826582.606
Faxinal dos Guedes,BRA,Hydro,2007,1397114247287.58
Faxinal l,BRA,Hydro,1997,883206452832.811
Fazenda Rosário,BRA,Wind,2011,2616156606734.51
Fazenda Rosário 2,BRA,Wind,2013,2472819362259.0
Fazenda Rosário 3,BRA,Wind,2011,2616156606734.51
Fazenda Velha,BRA,Hydro,2016,1795693265824.27
Faísa I,BRA,Wind,2014,2456043766063.5
Faísa II,BRA,Wind,2014,2456043766063.5
Faísa III,BRA,Wind,2014,2456043766063.5
Faísa IV,BRA,Wind,2014,2456043766063.5
Faísa V,BRA,Wind,2014,2456043766063.5
Feijó,BRA,Oil,2012,2465228293862.62
Feijó  CEA,BRA,Oil,2016,1795693265824.27
Feixos,BRA,Hydro,2011,2616156606734.51
Fernando Gasparian (Antiga Nova Piratininga),BRA,Gas,2004,669289321953.683
Ferradura,BRA,Hydro,2003,558233724160.742
Ferrari,BRA,Biomass,1982,271314113768.417
Ferreira Gomes,BRA,Hydro,2014,2456043766063.5
Fibrasa Nordeste,BRA,Oil,2007,1397114247287.58
Fibria - MS (Antiga VCP - MS),BRA,Biomass,2009,1666996294324.76
Figueira,BRA,Coal,1963,23287712878.2002
Figueirópolis,BRA,Hydro,2010,2208838108593.19
Fischer,BRA,Biomass,2010,2208838108593.19
Fleixeiras I,BRA,Wind,2014,2456043766063.5
Flor do Sertão,BRA,Hydro,2007,1397114247287.58
Floraplac,BRA,Biomass,2000,655448188246.11
Flores,BRA,Oil,2008,1695855391816.48
Fonte Boa,BRA,Oil,2002,509795270707.268
Fortaleza,BRA,Gas,2003,558233724160.742
Foz do Chapecó,BRA,Hydro,2010,2208838108593.19
Foz do Rio Choró,BRA,Wind,2009,1666996294324.76
Francisco Gross (Antiga Santa Fé),BRA,Hydro,2009,1666996294324.76
Frango Sertanejo,BRA,Oil,2007,1397114247287.58
Frascal,BRA,Hydro,2015,1802211999555.59
Frederico João Cerutti SA,BRA,Hydro,2003,558233724160.742
Frigobet,BRA,Oil,2012,2465228293862.62
Fronteira,BRA,Biomass,2007,1397114247287.58
Fumaça,BRA,Hydro,1964,20963733694.9749
Fumaça,BRA,Hydro,2003,558233724160.742
Fumaça IV,BRA,Hydro,2008,1695855391816.48
Fundão,BRA,Hydro,2006,1107626711436.44
Fundão I,BRA,Hydro,2006,1107626711436.44
Funfarme,BRA,Oil,1996,850426432991.742
Funil,BRA,Hydro,1970,42327664793.6934
Funil,BRA,Hydro,2014,2456043766063.5
Funil,BRA,Hydro,2008,1695855391816.48
Funil,BRA,Hydro,2002,509795270707.268
Funil,BRA,Hydro,1970,42327664793.6934
Furlan,BRA,Biomass,1976,153168949208.207
Furlan Avaré,BRA,Biomass,2014,2456043766063.5
Furnas,BRA,Hydro,1963,23287712878.2002
Furnas do Segredo,BRA,Hydro,2005,891633826582.606
Furquim,BRA,Hydro,2003,558233724160.742
GE Celma,BRA,Gas,2007,1397114247287.58
GNA-RD,BRA,Oil,2011,2616156606734.51
GPA - Loja1370,BRA,Oil,2005,891633826582.606
GPA - Loja1382,BRA,Oil,2007,1397114247287.58
GRAFITE ITAPECERICA,BRA,Oil,2008,1695855391816.48
GTBX-ST-RJO,BRA,Oil,2011,2616156606734.51
Gabriel Passos,BRA,Oil,2003,558233724160.742
Galheiros I,BRA,Hydro,2012,2465228293862.62
Galpões,BRA,Wind,2015,1802211999555.59
Galvani,BRA,Biomass,1996,850426432991.742
Galópolis,BRA,Hydro,2009,1666996294324.76
Garganta da Jararaca,BRA,Hydro,2006,1107626711436.44
Gargaú,BRA,Wind,2010,2208838108593.19
Garibaldi,BRA,Hydro,2013,2472819362259.0
Gasa,BRA,Biomass,1996,850426432991.742
Gavião Peixoto,BRA,Hydro,2007,1397114247287.58
Gedore,BRA,Oil,2009,1666996294324.76
Geolab,BRA,Oil,2015,1802211999555.59
Geraldiscos,BRA,Oil,2009,1666996294324.76
